customer,interarrival_time,service_time,arrival_time,service_start,service_end,wait_time,process_duration,queue_length,rating,price_paid,postal_code,lat,long
1257,13.3,11.1,15.77,15.77,15.95,0.0,11.1,0,3,10,570510,1.34878,103.8497
1258,9.08,10.0,15.92,15.92,16.08,0.0,10.0,1,4,18,650156,1.34836,103.74384
1259,2.43,6.75,15.97,15.97,16.08,0.0,6.75,1,4,25,680623,1.39832,103.74734
1260,55.62,5.88,16.88,16.88,16.98,0.0,5.88,0,4,8,121441,1.31483,103.7646
1261,2.62,12.12,16.93,16.93,17.13,0.0,12.12,1,3,18,508913,1.37093,103.97119
1262,11.77,9.37,17.13,17.13,17.28,0.0,9.37,1,5,10,540330,1.39681,103.88936
1263,36.13,8.75,17.73,17.73,17.88,0.0,8.75,0,4,10,670260,1.3884,103.78793
1264,17.13,7.75,18.02,18.02,18.15,0.0,7.75,0,5,10,460211,1.3256,103.93241
1265,2.07,12.65,18.05,18.05,18.27,0.0,12.65,1,3,10,470631,1.33331,103.91448
1266,9.67,7.92,18.22,18.22,18.35,0.0,7.92,1,4,10,330027,1.31884,103.86282
1267,11.38,10.5,18.4,18.4,18.58,0.0,10.5,0,5,10,570510,1.34878,103.8497
1268,6.93,11.67,18.52,18.52,18.72,0.0,11.67,1,5,10,650156,1.34836,103.74384
1269,11.87,8.47,18.72,18.72,18.85,0.0,8.47,0,4,10,680623,1.39832,103.74734
1270,14.55,10.98,18.97,18.97,19.13,0.0,10.98,0,4,8,121441,1.31483,103.7646
1271,3.53,9.77,19.02,19.02,19.18,0.0,9.77,1,4,8,530108,1.35288,103.8905
1272,6.72,10.92,19.13,19.13,19.32,0.73,11.65,2,5,10,530682,1.37373,103.88552
1273,32.3,10.38,19.67,19.67,19.83,0.0,10.38,0,5,10,530804,1.37115,103.89447
1274,51.3,11.75,20.52,20.52,20.72,0.0,11.75,0,4,18,508913,1.37093,103.97119
1275,31.63,10.15,21.05,21.05,21.22,0.0,10.15,0,5,18,540330,1.39681,103.88936
1276,17.87,10.0,21.35,21.35,21.52,0.0,10.0,0,5,10,670260,1.3884,103.78793
1277,6.65,11.35,21.47,21.47,21.65,0.0,11.35,1,4,10,460211,1.3256,103.93241
1278,11.38,10.87,21.65,21.65,21.83,0.0,10.87,0,5,25,470631,1.33331,103.91448
1279,12.2,9.82,21.85,21.85,22.02,0.0,9.82,0,5,10,330027,1.31884,103.86282
1280,0.25,9.95,21.85,21.85,22.02,0.0,9.95,1,5,8,570510,1.34878,103.8497
1281,7.25,8.15,21.98,22.02,22.15,2.32,10.47,2,4,10,650156,1.34836,103.74384
1282,9.33,8.25,22.13,22.13,22.27,0.0,8.25,1,4,8,680623,1.39832,103.74734
1283,0.5,9.63,22.13,22.15,22.32,0.62,10.25,2,5,18,121441,1.31483,103.7646
1284,4.48,8.6,22.22,22.27,22.42,3.27,11.87,2,4,18,530108,1.35288,103.8905
1285,1.07,11.6,22.23,22.32,22.5,4.7,16.32,3,4,10,530682,1.37373,103.88552
1286,6.93,6.97,22.35,22.42,22.53,3.87,10.83,2,3,8,530804,1.37115,103.89447
1287,2.28,11.08,22.38,22.5,22.68,7.08,18.17,3,3,10,508913,1.37093,103.97119
1288,23.63,11.53,22.78,22.78,22.97,0.0,11.53,0,5,10,540330,1.39681,103.88936
1289,0.05,7.23,22.78,22.78,22.9,0.0,7.23,1,5,10,670260,1.3884,103.78793
1290,2.0,5.08,22.82,22.9,22.98,5.25,10.33,2,4,10,460211,1.3256,103.93241
1291,10.62,8.3,23.0,23.0,23.13,0.0,8.3,0,5,10,470631,1.33331,103.91448
1292,13.5,14.37,23.22,23.22,23.45,0.0,14.37,0,3,10,330027,1.31884,103.86282
1293,26.43,10.32,23.65,23.65,23.83,0.0,10.32,0,4,10,570510,1.34878,103.8497
1294,5.8,12.73,23.75,23.75,23.97,0.0,12.73,1,4,18,650156,1.34836,103.74384
1295,19.08,10.47,0.07,0.07,0.25,0.0,10.47,0,4,10,680623,1.39832,103.74734
1296,17.05,11.37,0.35,0.35,0.55,0.0,11.37,0,4,25,121441,1.31483,103.7646
1297,17.37,10.95,0.65,0.65,0.83,0.0,10.95,0,4,10,508913,1.37093,103.97119
1298,7.57,12.27,0.77,0.77,0.98,0.0,12.27,1,5,10,540330,1.39681,103.88936
1299,15.42,8.9,1.03,1.03,1.18,0.0,8.9,0,4,10,670260,1.3884,103.78793
1300,28.17,11.0,1.5,1.5,1.68,0.0,11.0,0,4,10,460211,1.3256,103.93241
1301,18.22,10.17,1.8,1.8,1.97,0.0,10.17,0,4,18,470631,1.33331,103.91448
1302,7.68,7.7,1.93,1.93,2.07,0.0,7.7,1,4,8,330027,1.31884,103.86282
1303,5.78,7.9,2.03,2.03,2.15,0.0,7.9,1,5,10,570510,1.34878,103.8497
1304,5.73,10.4,2.12,2.12,2.3,0.0,10.4,1,5,8,650156,1.34836,103.74384
1305,1.55,8.73,2.15,2.15,2.3,0.6,9.33,2,5,10,680623,1.39832,103.74734
1306,0.52,8.38,2.15,2.3,2.43,8.32,16.7,3,3,10,121441,1.31483,103.7646
1307,3.0,10.63,2.2,2.3,2.48,5.82,16.43,3,4,10,530108,1.35288,103.8905
1308,4.85,10.45,2.28,2.43,2.62,8.85,19.3,4,4,10,530682,1.37373,103.88552
1309,4.42,10.7,2.37,2.48,2.67,7.17,17.88,3,3,10,530804,1.37115,103.89447
1310,1.17,12.52,2.38,2.62,2.82,13.72,26.23,4,3,10,508913,1.37093,103.97119
1311,8.72,11.62,2.53,2.67,2.85,8.0,19.62,3,3,10,540330,1.39681,103.88936
1312,0.33,8.65,2.53,2.82,2.97,17.2,25.85,4,2,10,670260,1.3884,103.78793
1313,11.6,10.22,2.72,2.85,3.02,7.7,17.9,3,4,10,460211,1.3256,103.93241
1314,10.93,10.88,2.9,2.97,3.15,3.32,14.2,2,5,10,470631,1.33331,103.91448
1315,31.72,13.17,3.43,3.43,3.65,0.0,13.17,0,5,10,330027,1.31884,103.86282
1316,26.2,7.58,3.87,3.87,4.0,0.0,7.58,0,5,10,570510,1.34878,103.8497
1317,17.1,13.32,4.15,4.15,4.38,0.0,13.32,0,3,10,650156,1.34836,103.74384
1318,12.3,3.72,5.37,5.37,5.42,0.0,3.72,0,5,10,680623,1.39832,103.74734
1319,8.87,10.75,5.52,5.52,5.68,0.0,10.75,0,4,10,121441,1.31483,103.7646
1320,19.78,11.08,5.83,5.83,6.02,0.0,11.08,0,4,10,530108,1.35288,103.8905
1321,13.78,9.25,6.07,6.07,6.22,0.0,9.25,0,5,18,530682,1.37373,103.88552
1322,23.4,11.52,6.47,6.47,6.65,0.0,11.52,0,5,18,530804,1.37115,103.89447
1323,10.9,12.52,6.63,6.63,6.85,0.0,12.52,1,4,25,508913,1.37093,103.97119
1324,2.7,11.18,6.68,6.68,6.87,0.0,11.18,1,3,10,540330,1.39681,103.88936
1325,15.6,9.5,6.95,6.95,7.1,0.0,9.5,0,4,10,670260,1.3884,103.78793
1326,18.22,11.52,7.25,7.25,7.43,0.0,11.52,0,5,10,460211,1.3256,103.93241
1327,53.75,8.55,8.15,8.15,8.28,0.0,8.55,0,5,25,470631,1.33331,103.91448
1328,15.42,8.25,8.4,8.4,8.53,0.0,8.25,0,4,25,330027,1.31884,103.86282
1329,21.63,8.4,8.77,8.77,8.9,0.0,8.4,0,4,10,570510,1.34878,103.8497
1330,6.88,8.45,8.88,8.88,9.02,0.0,8.45,1,5,10,650156,1.34836,103.74384
1331,7.38,6.32,9.0,9.0,9.1,0.0,6.32,1,5,10,680623,1.39832,103.74734
1332,0.12,11.22,9.0,9.02,9.2,0.95,12.17,2,3,8,121441,1.31483,103.7646
1333,11.55,12.13,9.2,9.2,9.4,0.0,12.13,1,3,10,508913,1.37093,103.97119
1334,0.95,10.98,9.22,9.22,9.4,0.0,10.98,1,5,10,540330,1.39681,103.88936
1335,1.55,8.8,9.23,9.4,9.53,9.42,18.22,2,3,18,670260,1.3884,103.78793
1336,4.55,11.08,9.32,9.4,9.58,5.08,16.17,3,3,8,460211,1.3256,103.93241
1337,6.0,10.73,9.42,9.53,9.72,7.67,18.4,2,5,10,470631,1.33331,103.91448
1338,12.5,5.08,9.62,9.62,9.7,0.0,5.08,1,5,10,330027,1.31884,103.86282
1339,16.65,5.9,9.9,9.9,10.0,0.0,5.9,0,5,10,570510,1.34878,103.8497
1340,9.42,12.32,10.05,10.05,10.27,0.0,12.32,0,3,10,650156,1.34836,103.74384
1341,25.1,9.43,10.47,10.47,10.63,0.0,9.43,0,4,8,680623,1.39832,103.74734
1342,30.27,10.73,10.98,10.98,11.15,0.0,10.73,0,3,8,121441,1.31483,103.7646
1343,12.48,10.6,11.18,11.18,11.37,0.0,10.6,0,4,10,530108,1.35288,103.8905
1344,9.42,7.4,11.35,11.35,11.47,0.0,7.4,1,4,10,530682,1.37373,103.88552
1345,5.92,9.87,11.45,11.45,11.6,0.0,9.87,1,4,10,530804,1.37115,103.89447
1346,35.02,9.1,12.03,12.03,12.18,0.0,9.1,0,4,10,508913,1.37093,103.97119
1347,19.9,8.22,12.35,12.35,12.5,0.0,8.22,0,5,10,540330,1.39681,103.88936
1348,14.25,13.1,12.6,12.6,12.82,0.0,13.1,0,5,10,670260,1.3884,103.78793
1349,40.98,8.7,13.28,13.28,13.42,0.0,8.7,0,4,8,460211,1.3256,103.93241
1350,7.35,9.9,13.4,13.4,13.57,0.0,9.9,1,4,10,470631,1.33331,103.91448
1351,12.13,6.38,13.6,13.6,13.72,0.0,6.38,0,5,10,330027,1.31884,103.86282
1352,7.48,9.38,13.73,13.73,13.88,0.0,9.38,0,4,10,570510,1.34878,103.8497
1353,46.78,12.28,14.5,14.5,14.72,0.0,12.28,0,4,10,650156,1.34836,103.74384
1354,3.63,9.05,14.57,14.57,14.72,0.0,9.05,1,5,8,680623,1.39832,103.74734
1355,20.17,11.5,14.9,14.9,15.1,0.0,11.5,0,5,10,121441,1.31483,103.7646
1356,25.28,9.58,15.33,15.33,15.48,0.0,9.58,0,4,10,530108,1.35288,103.8905
1357,5.22,7.42,15.42,15.42,15.53,0.0,7.42,1,5,8,530682,1.37373,103.88552
1358,3.8,8.92,15.48,15.48,15.63,0.57,9.48,2,5,10,530804,1.37115,103.89447
1359,36.98,7.22,16.1,16.1,16.22,0.0,7.22,0,4,8,508913,1.37093,103.97119
1360,3.82,10.92,16.15,16.15,16.33,0.0,10.92,1,5,10,540330,1.39681,103.88936
1361,21.17,8.82,16.5,16.5,16.65,0.0,8.82,0,5,10,670260,1.3884,103.78793
1362,7.95,8.37,16.63,16.63,16.78,0.0,8.37,1,4,10,460211,1.3256,103.93241
1363,2.28,7.82,16.68,16.68,16.82,0.0,7.82,1,4,10,470631,1.33331,103.91448
1364,1.48,8.63,16.7,16.78,16.92,4.6,13.22,2,3,25,330027,1.31884,103.86282
1365,30.23,6.0,17.2,17.2,17.3,0.0,6.0,0,5,10,570510,1.34878,103.8497
1366,26.87,9.2,17.65,17.65,17.8,0.0,9.2,0,5,10,650156,1.34836,103.74384
1367,10.17,13.33,17.82,17.82,18.05,0.0,13.33,0,4,8,680623,1.39832,103.74734
1368,5.2,9.83,17.92,17.92,18.08,0.0,9.83,1,4,10,121441,1.31483,103.7646
1369,10.4,8.7,18.08,18.08,18.23,0.0,8.7,0,4,10,508913,1.37093,103.97119
1370,10.37,8.23,18.25,18.25,18.4,0.0,8.23,0,5,8,540330,1.39681,103.88936
1371,19.55,8.83,18.58,18.58,18.73,0.0,8.83,0,5,10,670260,1.3884,103.78793
1372,23.72,10.85,18.98,18.98,19.17,0.0,10.85,0,5,10,460211,1.3256,103.93241
1373,1.85,10.05,19.02,19.02,19.18,0.0,10.05,1,3,10,470631,1.33331,103.91448
1374,11.25,10.9,19.2,19.2,19.38,0.0,10.9,0,4,10,330027,1.31884,103.86282
1375,9.83,7.25,19.37,19.37,19.48,0.0,7.25,1,4,10,570510,1.34878,103.8497
1376,6.5,8.05,19.47,19.47,19.6,0.0,8.05,1,5,8,650156,1.34836,103.74384
1377,46.17,8.78,20.23,20.23,20.38,0.0,8.78,0,5,10,680623,1.39832,103.74734
1378,22.32,11.15,20.62,20.62,20.8,0.0,11.15,0,4,10,121441,1.31483,103.7646
1379,32.7,11.02,21.15,21.15,21.33,0.0,11.02,0,4,10,530108,1.35288,103.8905
1380,8.28,12.43,21.3,21.3,21.5,0.0,12.43,1,3,10,530682,1.37373,103.88552
1381,0.83,8.77,21.3,21.33,21.48,1.92,10.68,2,3,10,530804,1.37115,103.89447
1382,7.68,10.38,21.43,21.48,21.65,3.0,13.38,2,3,18,508913,1.37093,103.97119
1383,5.8,11.6,22.53,22.53,22.72,0.0,11.6,0,3,8,540330,1.39681,103.88936
1384,12.7,7.78,22.75,22.75,22.87,0.0,7.78,0,5,25,670260,1.3884,103.78793
1385,4.52,9.43,22.82,22.82,22.98,0.0,9.43,1,5,10,460211,1.3256,103.93241
1386,6.33,11.85,22.92,22.92,23.12,0.0,11.85,1,3,8,470631,1.33331,103.91448
1387,4.93,10.78,23.0,23.0,23.18,0.0,10.78,1,3,10,330027,1.31884,103.86282
1388,5.2,8.85,23.1,23.12,23.27,1.72,10.57,2,5,8,570510,1.34878,103.8497
1389,8.35,12.55,23.23,23.23,23.43,0.0,12.55,1,4,10,650156,1.34836,103.74384
1390,3.27,11.72,23.28,23.28,23.48,0.0,11.72,1,5,18,680623,1.39832,103.74734
1391,11.72,9.23,23.48,23.48,23.63,0.0,9.23,1,5,10,121441,1.31483,103.7646
1392,10.32,9.23,23.65,23.65,23.8,0.0,9.23,0,5,8,530108,1.35288,103.8905
1393,7.15,9.68,23.77,23.77,23.93,0.0,9.68,1,5,10,530682,1.37373,103.88552
1394,1.9,8.6,23.8,23.8,23.95,0.18,8.78,2,5,10,530804,1.37115,103.89447
1395,29.37,12.87,0.3,0.3,0.52,0.0,12.87,0,4,10,508913,1.37093,103.97119
1396,52.63,10.18,1.17,1.17,1.33,0.0,10.18,0,5,10,540330,1.39681,103.88936
1397,15.2,8.45,1.42,1.42,1.57,0.0,8.45,0,5,10,670260,1.3884,103.78793
1398,14.52,8.88,1.67,1.67,1.82,0.0,8.88,0,4,10,460211,1.3256,103.93241
1399,14.48,8.8,1.9,1.9,2.05,0.0,8.8,0,5,10,470631,1.33331,103.91448
1400,7.82,13.9,2.03,2.03,2.27,0.0,13.9,1,3,10,330027,1.31884,103.86282
1401,10.7,10.93,2.22,2.22,2.4,0.0,10.93,1,5,8,570510,1.34878,103.8497
1402,29.1,6.4,2.7,2.7,2.8,0.0,6.4,0,4,10,650156,1.34836,103.74384
1403,0.13,10.05,2.7,2.7,2.87,0.0,10.05,1,5,8,680623,1.39832,103.74734
1404,21.43,11.43,3.07,3.07,3.25,0.0,11.43,0,5,10,121441,1.31483,103.7646
1405,3.0,7.03,3.12,3.12,3.23,0.0,7.03,1,4,10,508913,1.37093,103.97119
1406,18.9,10.03,3.43,3.43,3.6,0.0,10.03,0,4,10,540330,1.39681,103.88936
1407,0.6,10.83,3.43,3.43,3.62,0.0,10.83,1,5,25,670260,1.3884,103.78793
1408,4.08,8.75,3.5,3.6,3.73,5.35,14.1,2,5,10,460211,1.3256,103.93241
1409,14.28,9.88,3.73,3.73,3.9,0.0,9.88,0,4,8,470631,1.33331,103.91448
1410,40.08,10.02,4.42,4.42,4.58,0.0,10.02,0,4,10,330027,1.31884,103.86282
1411,21.58,9.15,4.77,4.77,4.92,0.0,9.15,0,4,18,570510,1.34878,103.8497
1412,15.78,9.23,5.03,5.03,5.18,0.0,9.23,0,4,8,650156,1.34836,103.74384
1413,16.55,7.45,5.3,5.3,5.43,0.0,7.45,0,4,10,680623,1.39832,103.74734
1414,51.28,10.23,6.17,6.17,6.33,0.0,10.23,0,3,18,121441,1.31483,103.7646
1415,5.87,12.27,6.27,6.27,6.47,0.0,12.27,1,3,10,530108,1.35288,103.8905
1416,14.53,11.37,6.5,6.5,6.7,0.0,11.37,0,3,8,530682,1.37373,103.88552
1417,4.6,10.78,6.58,6.58,6.77,0.0,10.78,1,3,10,530804,1.37115,103.89447
1418,11.58,12.25,6.77,6.77,6.98,0.0,12.25,0,4,10,508913,1.37093,103.97119
1419,38.32,10.75,7.42,7.42,7.58,0.0,10.75,0,3,18,540330,1.39681,103.88936
1420,1.35,5.62,7.43,7.43,7.53,0.0,5.62,1,4,10,670260,1.3884,103.78793
1421,1.28,9.87,7.45,7.53,7.68,4.33,14.18,2,5,18,460211,1.3256,103.93241
1422,23.97,10.15,7.85,7.85,8.02,0.0,10.15,0,3,10,470631,1.33331,103.91448
1423,10.88,16.13,8.03,8.03,8.3,0.0,16.13,0,3,10,330027,1.31884,103.86282
1424,17.78,10.7,8.33,8.33,8.52,0.0,10.7,0,4,10,570510,1.34878,103.8497
1425,16.05,11.82,8.6,8.6,8.8,0.0,11.82,0,3,10,650156,1.34836,103.74384
1426,32.22,11.15,9.13,9.13,9.32,0.0,11.15,0,4,18,680623,1.39832,103.74734
1427,11.33,7.33,9.33,9.33,9.45,0.0,7.33,0,4,10,121441,1.31483,103.7646
1428,42.35,10.63,10.03,10.03,10.2,0.0,10.63,0,5,10,530108,1.35288,103.8905
1429,17.13,7.77,10.32,10.32,10.45,0.0,7.77,0,4,8,530682,1.37373,103.88552
1430,11.05,9.47,10.5,10.5,10.67,0.0,9.47,0,4,10,530804,1.37115,103.89447
1431,12.23,7.78,10.7,10.7,10.83,0.0,7.78,0,4,10,508913,1.37093,103.97119
1432,0.63,10.12,10.72,10.72,10.88,0.0,10.12,1,4,10,540330,1.39681,103.88936
1433,8.58,8.07,10.87,10.87,11.0,0.0,8.07,1,4,10,670260,1.3884,103.78793
1434,23.73,9.05,11.25,11.25,11.4,0.0,9.05,0,5,18,460211,1.3256,103.93241
1435,19.23,8.95,11.57,11.57,11.72,0.0,8.95,0,4,10,470631,1.33331,103.91448
1436,1.87,9.17,11.6,11.6,11.77,0.0,9.17,1,4,10,330027,1.31884,103.86282
1437,7.35,9.4,11.73,11.73,11.88,0.0,9.4,1,5,18,570510,1.34878,103.8497
1438,4.1,8.43,11.8,11.8,11.93,0.0,8.43,1,5,10,650156,1.34836,103.74384
1439,8.68,7.77,11.93,11.93,12.07,0.0,7.77,0,5,8,680623,1.39832,103.74734
1440,6.48,8.07,12.05,12.05,12.18,0.0,8.07,1,4,10,121441,1.31483,103.7646
1441,19.65,9.42,12.38,12.38,12.53,0.0,9.42,0,5,10,508913,1.37093,103.97119
1442,0.52,9.1,12.38,12.38,12.53,0.0,9.1,1,4,10,540330,1.39681,103.88936
1443,22.82,10.28,12.77,12.77,12.93,0.0,10.28,0,5,10,670260,1.3884,103.78793
1444,0.2,6.17,12.77,12.77,12.87,0.0,6.17,1,5,25,460211,1.3256,103.93241
1445,4.15,8.37,12.83,12.87,13.02,2.02,10.38,2,3,10,470631,1.33331,103.91448
1446,7.78,11.18,12.97,12.97,13.15,0.0,11.18,1,3,10,330027,1.31884,103.86282
1447,54.7,8.03,13.88,13.88,14.02,0.0,8.03,0,5,10,570510,1.34878,103.8497
1448,4.9,12.23,13.97,13.97,14.17,0.0,12.23,1,4,18,650156,1.34836,103.74384
1449,7.97,12.42,14.1,14.1,14.3,0.0,12.42,1,5,8,680623,1.39832,103.74734
1450,17.53,8.05,14.38,14.38,14.52,0.0,8.05,0,4,10,121441,1.31483,103.7646
1451,0.93,11.78,14.4,14.4,14.6,0.0,11.78,1,5,10,530108,1.35288,103.8905
1452,2.3,8.97,14.43,14.52,14.67,4.8,13.77,2,4,10,530682,1.37373,103.88552
1453,7.35,11.28,14.57,14.6,14.78,2.12,13.4,2,3,10,530804,1.37115,103.89447
1454,7.62,11.78,14.68,14.68,14.88,0.0,11.78,1,4,10,508913,1.37093,103.97119
1455,20.88,5.02,15.03,15.03,15.12,0.0,5.02,0,4,10,540330,1.39681,103.88936
1456,13.23,6.35,15.27,15.27,15.37,0.0,6.35,0,5,10,670260,1.3884,103.78793
1457,12.33,7.23,15.47,15.47,15.58,0.0,7.23,0,4,10,460211,1.3256,103.93241
1458,12.73,12.6,15.68,15.68,15.88,0.0,12.6,0,3,8,470631,1.33331,103.91448
1459,7.93,12.28,15.8,15.8,16.02,0.0,12.28,1,4,10,330027,1.31884,103.86282
1460,0.03,10.3,15.82,15.88,16.05,4.62,14.92,2,5,10,570510,1.34878,103.8497
1461,3.05,10.87,15.87,16.02,16.2,9.2,20.07,3,2,10,650156,1.34836,103.74384
1462,1.13,13.45,15.88,16.05,16.28,10.73,24.18,4,1,10,680623,1.39832,103.74734
1463,8.72,11.22,16.02,16.2,16.38,10.22,21.43,3,1,10,121441,1.31483,103.7646
1464,1.72,8.22,16.05,16.28,16.42,13.75,21.97,4,2,10,530108,1.35288,103.8905
1465,18.4,9.78,16.37,16.38,16.55,1.32,11.1,2,3,10,530682,1.37373,103.88552
1466,13.15,8.6,16.58,16.58,16.72,0.0,8.6,0,4,8,530804,1.37115,103.89447
1467,2.6,10.17,16.62,16.62,16.78,0.0,10.17,1,5,8,508913,1.37093,103.97119
1468,0.67,11.95,16.63,16.72,16.92,5.33,17.27,2,5,10,540330,1.39681,103.88936
1469,14.07,7.57,16.87,16.87,17.0,0.0,7.57,1,5,18,670260,1.3884,103.78793
1470,2.38,8.47,16.9,16.92,17.07,0.83,9.3,2,5,10,460211,1.3256,103.93241
1471,4.62,9.87,16.98,17.0,17.15,0.55,10.42,2,3,25,470631,1.33331,103.91448
1472,3.1,5.32,17.03,17.07,17.15,1.57,6.88,2,4,8,330027,1.31884,103.86282
1473,17.13,10.6,17.32,17.32,17.5,0.0,10.6,0,3,10,570510,1.34878,103.8497
1474,7.33,9.67,17.45,17.45,17.6,0.0,9.67,1,5,18,650156,1.34836,103.74384
1475,20.63,8.6,17.78,17.78,17.93,0.0,8.6,0,4,10,680623,1.39832,103.74734
1476,49.97,8.25,18.62,18.62,18.75,0.0,8.25,0,5,10,121441,1.31483,103.7646
1477,18.03,11.65,18.92,18.92,19.12,0.0,11.65,0,5,10,508913,1.37093,103.97119
1478,3.48,8.03,18.98,18.98,19.12,0.0,8.03,1,5,18,540330,1.39681,103.88936
1479,9.87,7.42,19.15,19.15,19.27,0.0,7.42,0,5,10,670260,1.3884,103.78793
1480,2.93,10.85,19.18,19.18,19.37,0.0,10.85,1,5,8,460211,1.3256,103.93241
1481,7.27,10.7,19.32,19.32,19.48,0.0,10.7,1,4,10,470631,1.33331,103.91448
1482,10.87,3.03,19.5,19.5,19.55,0.0,3.03,0,5,10,330027,1.31884,103.86282
1483,11.13,11.2,19.68,19.68,19.87,0.0,11.2,0,5,18,570510,1.34878,103.8497
1484,6.17,9.53,19.78,19.78,19.93,0.0,9.53,1,5,10,650156,1.34836,103.74384
1485,5.48,8.53,19.87,19.87,20.02,0.0,8.53,1,5,10,680623,1.39832,103.74734
1486,13.98,8.03,20.1,20.1,20.23,0.0,8.03,0,4,10,121441,1.31483,103.7646
1487,23.08,10.53,20.48,20.48,20.67,0.0,10.53,0,5,18,530108,1.35288,103.8905
1488,26.13,9.07,20.93,20.93,21.08,0.0,9.07,0,5,10,530682,1.37373,103.88552
1489,5.98,11.08,21.03,21.03,21.22,0.0,11.08,1,5,10,530804,1.37115,103.89447
1490,12.62,6.45,21.23,21.23,21.35,0.0,6.45,0,4,8,508913,1.37093,103.97119
1491,10.87,9.45,21.42,21.42,21.58,0.0,9.45,0,5,10,540330,1.39681,103.88936
1492,0.1,11.82,21.42,21.42,21.62,0.0,11.82,1,3,10,670260,1.3884,103.78793
1493,15.95,9.17,21.68,21.68,21.83,0.0,9.17,0,5,10,460211,1.3256,103.93241
1494,5.42,9.0,21.78,21.78,21.93,0.0,9.0,1,5,10,470631,1.33331,103.91448
1495,36.77,7.95,22.38,22.38,22.52,0.0,7.95,0,4,10,330027,1.31884,103.86282
1496,5.98,10.88,22.48,22.48,22.67,0.0,10.88,1,5,10,570510,1.34878,103.8497
1497,22.78,5.85,22.87,22.87,22.97,0.0,5.85,0,4,10,650156,1.34836,103.74384
1498,7.68,6.17,23.0,23.0,23.1,0.0,6.17,0,5,10,680623,1.39832,103.74734
1499,4.25,7.83,23.07,23.07,23.2,0.0,7.83,1,4,10,121441,1.31483,103.7646
1500,43.32,8.25,23.78,23.78,23.93,0.0,8.25,0,5,8,530108,1.35288,103.8905
1501,10.42,9.58,23.97,23.97,0.12,0.0,9.58,0,5,10,530682,1.37373,103.88552
1502,2.92,11.27,0.02,0.02,0.2,0.0,11.27,1,5,10,530804,1.37115,103.89447
1503,51.12,9.63,0.87,0.87,1.02,0.0,9.63,0,4,10,508913,1.37093,103.97119
1504,27.52,11.43,1.32,1.32,1.52,0.0,11.43,0,5,10,540330,1.39681,103.88936
1505,24.62,8.07,1.73,1.73,1.87,0.0,8.07,0,5,10,670260,1.3884,103.78793
1506,47.28,9.83,2.52,2.52,2.68,0.0,9.83,0,4,10,460211,1.3256,103.93241
1507,7.05,10.72,2.63,2.63,2.82,0.0,10.72,1,5,8,470631,1.33331,103.91448
1508,1.6,9.57,2.67,2.68,2.85,1.18,10.75,2,5,10,330027,1.31884,103.86282
1509,9.13,9.65,2.82,2.82,2.98,0.0,9.65,1,5,10,570510,1.34878,103.8497
1510,4.65,6.0,2.9,2.9,3.0,0.0,6.0,1,5,10,650156,1.34836,103.74384
1511,7.07,8.45,3.02,3.02,3.15,0.0,8.45,0,5,10,680623,1.39832,103.74734
1512,12.15,11.83,3.22,3.22,3.42,0.0,11.83,0,5,10,121441,1.31483,103.7646
1513,11.58,10.73,3.4,3.4,3.58,0.0,10.73,1,4,10,508913,1.37093,103.97119
1514,21.58,4.47,3.77,3.77,3.83,0.0,4.47,0,5,10,540330,1.39681,103.88936
1515,7.45,11.48,3.88,3.88,4.08,0.0,11.48,0,4,10,670260,1.3884,103.78793
1516,16.82,11.55,4.17,4.17,4.37,0.0,11.55,0,5,10,460211,1.3256,103.93241
1517,15.88,11.02,4.43,4.43,4.62,0.0,11.02,0,3,10,470631,1.33331,103.91448
1518,6.82,9.8,4.55,4.55,4.72,0.0,9.8,1,4,10,330027,1.31884,103.86282
1519,2.8,10.72,4.6,4.62,4.8,1.38,12.12,2,4,8,570510,1.34878,103.8497
1520,0.15,9.35,4.6,4.72,4.87,6.83,16.18,3,3,10,650156,1.34836,103.74384
1521,3.42,11.02,4.65,4.8,4.98,8.53,19.55,3,3,25,680623,1.39832,103.74734
1522,1.72,7.68,4.68,4.87,5.0,11.05,18.73,4,4,10,121441,1.31483,103.7646
1523,27.75,7.88,5.15,5.15,5.28,0.0,7.88,0,4,10,530108,1.35288,103.8905
1524,20.08,9.78,5.48,5.48,5.65,0.0,9.78,0,5,8,530682,1.37373,103.88552
1525,11.33,11.92,5.67,5.67,5.87,0.0,11.92,0,5,8,530804,1.37115,103.89447
1526,10.12,11.57,5.83,5.83,6.03,0.0,11.57,1,4,18,508913,1.37093,103.97119
1527,23.4,11.08,6.23,6.23,6.42,0.0,11.08,0,3,25,540330,1.39681,103.88936
1528,24.63,10.3,6.63,6.63,6.82,0.0,10.3,0,4,10,670260,1.3884,103.78793
1529,34.83,9.73,7.22,7.22,7.38,0.0,9.73,0,4,10,460211,1.3256,103.93241
1530,4.42,8.47,7.3,7.3,7.43,0.0,8.47,1,5,10,470631,1.33331,103.91448
1531,28.15,10.4,7.77,7.77,7.93,0.0,10.4,0,5,10,330027,1.31884,103.86282
1532,28.55,8.72,8.23,8.23,8.38,0.0,8.72,0,5,10,570510,1.34878,103.8497
1533,2.45,8.48,8.28,8.28,8.42,0.0,8.48,1,5,10,650156,1.34836,103.74384
1534,12.4,8.32,8.48,8.48,8.62,0.0,8.32,0,5,10,680623,1.39832,103.74734
