customer,interarrival_time,service_time,arrival_time,service_start,service_end,wait_time,process_duration,queue_length,rating,price_paid,category,postal_code,lat,long
3066,19:09,11:34,12:03,12:48,13:00,0:00,11:51,0,4,4.8,H,310192,1.33177,103.8504
3067,8:21,11:02,12:11,13:32,13:42,0:00,10:03,0,5,4.8,H,730303,1.43083,103.77379
3068,18:53,6:34,12:30,14:22,14:30,0:00,8:15,0,4,4.8,H,760418,1.42688,103.84633
3069,7:51,8:40,12:38,14:25,14:39,0:00,13:51,1,4,4.8,H,600135,1.33385,103.74015
3070,8:32,7:00,13:47,14:39,14:55,0:00,16:06,0,3,12.8,CWB,640509,1.34875,103.71935
3071,7:36,8:02,13:54,14:49,15:02,0:00,13:15,1,5,4.8,H,510440,1.36916,103.95866
3072,2:19,10:08,13:57,14:55,15:06,5:41,16:20,2,4,4.8,H,823273,1.40231,103.90127
3073,14:33,10:03,14:11,15:02,15:09,12:31,19:33,3,5,4.8,H,550263,1.35398,103.87197
3074,28:53:00,10:31,14:40,15:18,15:33,0:00,14:48,0,4,4.8,H,527201,1.35292,103.95386
3075,7:19,10:47,14:47,15:22,15:31,0:00,9:47,1,4,4.8,H,520419,1.35786,103.94657
3076,22:54,14:00,15:10,15:44,15:54,0:00,9:40,0,5,22.8,PWBH,520826,1.35721,103.91851
3077,20:05,8:06,15:30,15:55,16:04,0:00,9:25,0,5,4.8,H,310192,1.33177,103.8504
3078,19:15,8:58,15:50,16:01,16:10,0:00,8:37,1,4,38,RWBH,730303,1.43083,103.77379
3079,6:11,12:34,15:56,16:59,17:06,0:00,7:07,0,5,4.8,H,760418,1.42688,103.84633
3080,0:29,11:15,15:56,17:02,17:15,0:00,12:17,1,5,4.8,H,600135,1.33385,103.74015
3081,33:45:00,8:29,16:30,17:39,17:48,0:00,9:04,0,4,4.8,H,640509,1.34875,103.71935
3082,20:33,9:48,16:50,18:02,18:12,0:00,9:22,0,5,22.8,PWBH,510440,1.36916,103.95866
3083,2:17,6:09,16:53,18:10,18:23,0:00,13:15,1,4,4.8,H,823273,1.40231,103.90127
3084,16:31,7:10,17:09,18:20,18:26,0:00,5:20,1,5,22.8,PWBH,550263,1.35398,103.87197
3085,1:32,11:22,17:11,18:26,18:36,0:00,10:07,0,5,4.8,H,527201,1.35292,103.95386
3086,28:21:00,6:28,17:39,18:29,18:39,0:00,10:47,1,4,22.8,PWBH,520419,1.35786,103.94657
3087,4:33,9:19,17:44,18:52,19:03,0:00,11:40,0,4,4.8,H,520826,1.35721,103.91851
3088,24:46:00,9:00,18:08,19:11,19:19,0:00,7:56,0,5,4.8,H,310192,1.33177,103.8504
3089,9:34,9:23,18:18,19:12,19:17,0:00,4:57,1,4,12.8,CWB,730303,1.43083,103.77379
3090,8:11,10:59,18:26,19:17,19:23,0:01,6:31,2,5,22.8,PWBH,760418,1.42688,103.84633
3091,58:52:00,11:23,19:25,19:47,19:56,0:00,8:28,0,4,4.8,H,600135,1.33385,103.74015
3092,6:11,6:43,19:31,20:01,20:10,0:00,8:52,0,5,4.8,H,640509,1.34875,103.71935
3093,0:26,12:14,19:32,20:23,20:31,0:00,8:14,0,5,4.8,H,510440,1.36916,103.95866
3094,28:04:00,13:09,20:00,20:32,20:41,0:00,9:38,0,4,4.8,H,823273,1.40231,103.90127
3095,11:09,9:29,20:11,21:02,21:10,0:00,8:36,0,5,4.8,H,550263,1.35398,103.87197
3096,6:54,10:22,20:18,21:19,21:26,0:00,7:01,0,5,4.8,H,527201,1.35292,103.95386
3097,0:56,9:17,20:19,21:30,21:41,0:00,11:17,0,5,12.8,CWB,520419,1.35786,103.94657
3098,12:19,9:48,20:31,21:32,21:44,0:00,11:44,1,5,4.8,H,520826,1.35721,103.91851
3099,18:00,7:23,20:49,22:24,22:31,0:00,7:13,0,4,4.8,H,310192,1.33177,103.8504
3100,5:04,11:50,20:54,22:35,22:46,0:00,11:10,0,4,4.8,H,730303,1.43083,103.77379
3101,0:22,6:02,20:54,22:41,22:51,0:00,10:25,1,3,4.8,H,760418,1.42688,103.84633
3102,11:28,7:59,21:06,23:17,23:32,0:00,14:50,0,4,22.8,PWBH,600135,1.33385,103.74015
3103,18:33,9:53,21:24,23:46,23:58,0:00,12:30,0,5,4.8,H,640509,1.34875,103.71935
3104,7:40,7:35,21:32,23:57,0:07,0:00,9:55,1,4,4.8,H,510440,1.36916,103.95866
3105,11:02,11:57,21:43,0:04,0:12,0:00,8:25,1,5,4.8,H,823273,1.40231,103.90127
3106,47:30:00,12:50,22:31,0:13,0:23,0:00,9:21,0,5,4.8,H,550263,1.35398,103.87197
3107,1:05,11:07,22:32,0:22,0:33,0:00,11:33,1,3,4.8,H,527201,1.35292,103.95386
3108,5:49,10:51,22:38,0:47,0:55,0:00,7:55,0,4,4.8,H,520419,1.35786,103.94657
3109,1:32,9:32,22:39,0:49,0:59,0:00,9:48,1,5,4.8,H,520826,1.35721,103.91851
3110,3:19,14:32,22:42,0:55,1:06,3:57,14:47,2,4,4.8,H,310192,1.33177,103.8504
3111,4:34,10:34,22:47,0:59,1:07,6:18,14:15,3,3,4.8,H,730303,1.43083,103.77379
3112,33:02:00,8:57,23:20,1:29,1:39,0:00,9:52,0,5,4.8,H,760418,1.42688,103.84633
3113,32:24:00,10:39,23:52,1:45,1:58,0:00,12:43,0,4,4.8,H,600135,1.33385,103.74015
3114,41:33:00,10:05,0:34,1:47,1:57,0:00,10:05,1,4,4.8,H,640509,1.34875,103.71935
3115,35:50:00,9:07,1:10,2:09,2:22,0:00,13:14,0,3,4.8,H,510440,1.36916,103.95866
3116,11:33,9:56,1:21,2:13,2:23,0:00,9:41,1,4,4.8,H,823273,1.40231,103.90127
3117,2:14,12:39,1:24,2:22,2:30,1:12,9:57,2,5,12.8,CWB,550263,1.35398,103.87197
3118,20:12,9:40,1:44,2:36,2:44,0:00,8:05,0,4,4.8,H,527201,1.35292,103.95386
3119,11:26,12:59,1:55,3:16,3:24,0:00,8:22,0,4,4.8,H,520419,1.35786,103.94657
3120,13:31,13:25,2:09,3:29,3:38,0:00,9:51,0,5,22.8,PWBH,520826,1.35721,103.91851
3121,1:51,12:19,2:11,3:44,3:56,0:00,12:35,0,5,4.8,H,310192,1.33177,103.8504
3122,3:59,7:05,2:15,3:45,3:53,0:00,7:57,1,4,12.8,CWB,730303,1.43083,103.77379
3123,37:37:00,8:53,2:52,3:53,4:04,7:53,18:18,2,4,4.8,H,760418,1.42688,103.84633
3124,7:12,9:37,2:59,3:56,4:07,4:31,14:58,3,4,4.8,H,600135,1.33385,103.74015
3125,2:05,7:19,3:01,4:04,4:14,10:14,21:08,3,3,4.8,H,640509,1.34875,103.71935
3126,8:34,10:31,3:10,4:07,4:20,2:05,15:27,2,3,4.8,H,510440,1.36916,103.95866
3127,16:26,11:24,4:26,4:14,4:23,3:37,11:58,2,4,12.8,CWB,823273,1.40231,103.90127
3128,3:22,9:01,4:30,4:20,4:30,8:55,18:37,3,3,4.8,H,550263,1.35398,103.87197
3129,3:09,9:11,4:33,4:25,4:40,0:00,14:42,1,4,4.8,H,527201,1.35292,103.95386
3130,0:23,13:30,4:33,4:35,4:48,0:00,12:12,1,3,4.8,H,520419,1.35786,103.94657
3131,2:50,10:57,4:36,5:00,5:08,0:00,8:02,0,5,4.8,H,520826,1.35721,103.91851
3132,0:19,6:43,4:37,5:04,5:13,0:00,8:39,1,5,4.8,H,310192,1.33177,103.8504
3133,1:58,13:37,4:39,5:10,5:18,0:00,7:54,1,4,4.8,H,730303,1.43083,103.77379
3134,15:31,9:40,4:54,5:13,5:22,1:22,10:28,2,4,4.8,H,760418,1.42688,103.84633
3135,34:02:00,7:01,5:28,5:36,5:46,0:00,9:27,0,4,4.8,H,600135,1.33385,103.74015
3136,16:12,7:55,5:44,6:18,6:29,0:00,11:12,0,4,4.8,H,640509,1.34875,103.71935
3137,2:20,13:00,5:47,6:23,6:32,0:00,8:51,1,5,12.8,CWB,510440,1.36916,103.95866
3138,12:03,8:30,5:59,7:00,7:13,0:00,12:18,0,4,4.8,H,823273,1.40231,103.90127
3139,23:07,11:03,6:22,7:08,7:19,0:00,10:18,1,5,4.8,H,550263,1.35398,103.87197
3140,32:09:00,10:22,6:54,7:13,7:23,0:00,10:00,1,3,4.8,H,527201,1.35292,103.95386
3141,15:35,7:10,7:10,7:26,7:32,0:00,6:00,0,5,4.8,H,520419,1.35786,103.94657
3142,11:26,12:27,7:21,8:23,8:32,0:00,8:30,0,5,4.8,H,520826,1.35721,103.91851
3143,4:17,8:37,7:25,8:31,8:42,0:00,11:05,1,5,4.8,H,310192,1.33177,103.8504
3144,1:44,9:23,7:27,8:39,8:51,0:00,11:18,1,4,4.8,H,730303,1.43083,103.77379
3145,10:54,11:17,7:38,8:49,9:02,0:00,12:46,1,3,12.8,CWB,760418,1.42688,103.84633
3146,1:44,8:27,7:40,9:15,9:26,0:00,10:19,0,3,4.8,H,600135,1.33385,103.74015
3147,6:14,8:16,7:46,9:20,9:27,0:00,6:13,1,4,4.8,H,640509,1.34875,103.71935
3148,14:00,9:14,8:00,9:34,9:44,0:00,9:22,0,5,4.8,H,510440,1.36916,103.95866
3149,23:59,9:04,8:24,9:48,10:00,0:00,12:03,0,3,4.8,H,823273,1.40231,103.90127
3150,1:36,10:21,8:25,10:28,10:36,0:00,7:36,0,4,4.8,H,550263,1.35398,103.87197
3151,2:48,11:18,8:28,10:43,10:55,0:00,12:13,0,4,4.8,H,527201,1.35292,103.95386
3152,16:38,8:15,8:45,10:45,10:55,0:00,9:42,1,5,4.8,H,520419,1.35786,103.94657
3153,4:40,14:41,8:50,11:15,11:25,0:00,10:26,0,3,4.8,H,520826,1.35721,103.91851
3154,1:18,8:26,8:51,11:19,11:30,0:00,10:40,1,4,4.8,H,310192,1.33177,103.8504
3155,0:51,9:09,8:52,11:30,11:37,0:00,6:15,0,4,4.8,H,730303,1.43083,103.77379
3156,16:41,9:34,9:08,11:50,11:59,0:00,8:34,0,5,12.8,CWB,760418,1.42688,103.84633
3157,5:06,8:26,9:13,11:51,11:59,0:00,7:22,1,5,4.8,H,600135,1.33385,103.74015
3158,3:22,5:48,9:17,11:59,12:09,1:44,12:03,2,3,4.8,H,640509,1.34875,103.71935
3159,2:31,7:30,9:19,12:15,12:25,0:00,10:08,0,3,15.8,SWBH,510440,1.36916,103.95866
3160,19:12,7:55,9:39,12:16,12:26,0:00,9:46,1,4,12.8,CWB,823273,1.40231,103.90127
3161,14:41,10:51,9:53,12:52,13:01,0:00,8:27,0,5,4.8,H,550263,1.35398,103.87197
3162,2:18,9:48,9:56,12:58,13:09,0:00,10:27,1,5,4.8,H,527201,1.35292,103.95386
3163,23:20,12:32,10:19,13:03,13:14,0:00,11:16,1,5,4.8,H,520419,1.35786,103.94657
3164,4:04,12:22,10:23,13:10,13:21,0:00,10:39,1,4,4.8,H,520826,1.35721,103.91851
3165,14:13,10:24,10:37,13:29,13:39,0:00,9:42,0,4,22.8,PWBH,310192,1.33177,103.8504
3166,5:05,10:03,10:42,13:33,13:46,0:00,13:12,1,3,22.8,PWBH,730303,1.43083,103.77379
3167,7:55,12:57,10:50,13:39,13:45,4:40,10:30,2,3,4.8,H,760418,1.42688,103.84633
3168,3:58,9:45,10:54,13:50,14:02,0:00,11:57,0,3,4.8,H,600135,1.33385,103.74015
3169,42:27:00,12:33,11:37,13:52,14:05,0:00,13:49,1,4,4.8,H,640509,1.34875,103.71935
3170,19:01,10:19,11:56,14:02,14:14,10:24,22:24,2,1,4.8,H,510440,1.36916,103.95866
3171,9:41,7:05,12:05,14:05,14:15,9:36,18:51,3,4,22.8,PWBH,823273,1.40231,103.90127
3172,12:57,8:31,12:18,14:14,14:25,1:28,11:45,2,3,4.8,H,550263,1.35398,103.87197
3173,10:05,6:28,12:28,14:19,14:28,0:00,8:38,1,4,4.8,H,527201,1.35292,103.95386
3174,7:54,9:08,12:36,14:25,14:33,1:37,10:23,2,5,4.8,H,520419,1.35786,103.94657
3175,0:18,10:10,12:37,14:33,14:46,0:00,13:00,0,5,4.8,H,520826,1.35721,103.91851
3176,20:47,8:16,12:57,14:53,15:02,0:00,8:39,0,5,4.8,H,310192,1.33177,103.8504
3177,13:38,8:11,13:11,14:58,15:10,0:00,11:32,1,3,4.8,H,730303,1.43083,103.77379
3178,4:49,12:00,13:16,15:09,15:18,0:00,8:25,1,5,4.8,H,760418,1.42688,103.84633
3179,0:44,8:28,13:16,15:30,15:40,0:00,10:11,0,5,4.8,H,600135,1.33385,103.74015
3180,1:23,5:41,13:18,15:34,15:44,0:00,9:48,1,4,4.8,H,640509,1.34875,103.71935
3181,9:07,10:08,13:27,15:46,15:55,0:00,9:12,0,5,22.8,PWBH,510440,1.36916,103.95866
3182,1:15,7:28,13:28,16:12,16:22,0:00,10:01,0,4,4.8,H,823273,1.40231,103.90127
3183,7:58,8:32,13:36,16:51,17:00,0:00,8:51,0,4,4.8,H,550263,1.35398,103.87197
3184,5:09,10:01,13:41,17:04,17:12,0:00,8:03,0,4,4.8,H,527201,1.35292,103.95386
3185,21:00,8:24,14:02,17:17,17:26,0:00,8:45,0,5,4.8,H,520419,1.35786,103.94657
3186,39:29:00,5:42,14:42,17:46,17:55,0:00,8:42,0,4,12.8,CWB,520826,1.35721,103.91851
3187,0:27,9:31,14:42,18:10,18:16,0:00,6:25,0,5,12.8,CWB,310192,1.33177,103.8504
3188,23:19,13:16,15:06,18:18,18:29,0:00,10:14,0,3,22.8,PWBH,730303,1.43083,103.77379
3189,12:24,12:27,15:18,18:29,18:40,0:00,10:56,0,5,4.8,H,760418,1.42688,103.84633
3190,2:25,12:27,15:20,18:30,18:46,0:00,15:14,1,5,4.8,H,600135,1.33385,103.74015
3191,5:59,9:46,15:26,18:41,18:54,0:00,13:24,1,5,4.8,H,640509,1.34875,103.71935
3192,9:34,10:04,15:36,19:49,20:00,0:00,11:27,0,4,4.8,H,510440,1.36916,103.95866
3193,6:47,8:04,15:43,19:52,20:01,0:00,9:00,1,5,4.8,H,823273,1.40231,103.90127
3194,0:45,11:48,15:43,20:00,20:09,6:52,15:19,2,5,4.8,H,550263,1.35398,103.87197
3195,2:21,8:12,15:46,20:47,20:58,0:00,11:09,0,5,4.8,H,527201,1.35292,103.95386
3196,3:49,8:13,15:50,20:49,21:00,0:00,10:47,1,4,22.8,PWBH,520419,1.35786,103.94657
3197,5:15,11:14,15:55,20:58,21:08,5:54,16:26,2,3,4.8,H,520826,1.35721,103.91851
3198,0:33,10:02,15:55,21:00,21:09,3:48,12:53,3,3,4.8,H,310192,1.33177,103.8504
3199,9:35,10:17,16:05,21:08,21:19,2:37,12:59,2,5,4.8,H,730303,1.43083,103.77379
3200,10:24,12:24,16:15,21:35,21:43,0:00,8:24,0,5,4.8,H,760418,1.42688,103.84633
3201,1:44,10:23,16:17,21:44,21:54,0:00,10:06,0,3,4.8,H,600135,1.33385,103.74015
3202,16:41,7:07,16:34,22:10,22:22,0:00,12:36,0,5,4.8,H,640509,1.34875,103.71935
3203,48:27:00,11:46,17:22,22:57,23:04,0:00,7:36,0,4,22.8,PWBH,510440,1.36916,103.95866
3204,13:27,10:52,17:36,23:05,23:13,0:00,8:28,0,4,4.8,H,823273,1.40231,103.90127
3205,39:19:00,7:50,18:15,23:37,23:45,0:00,7:41,0,5,4.8,H,550263,1.35398,103.87197
3206,31:17:00,8:13,18:46,0:00,0:08,0:00,8:30,0,5,4.8,H,527201,1.35292,103.95386
3207,1:59,7:59,18:48,0:16,0:24,0:00,8:28,0,5,4.8,H,520419,1.35786,103.94657
3208,24:46:00,10:31,19:13,0:24,0:39,0:00,14:48,0,3,4.8,H,520826,1.35721,103.91851
3209,24:21:00,10:24,19:37,0:33,0:48,0:00,14:55,1,4,4.8,H,310192,1.33177,103.8504
3210,8:03,9:32,19:45,0:52,1:03,0:00,10:55,0,4,4.8,H,730303,1.43083,103.77379
3211,5:31,9:42,19:51,1:01,1:09,0:00,8:39,1,4,4.8,H,760418,1.42688,103.84633
3212,9:40,7:26,21:01,1:03,1:13,0:00,10:18,1,3,4.8,H,600135,1.33385,103.74015
3213,28:07:00,7:10,21:29,1:09,1:19,1:09,10:35,2,5,4.8,H,640509,1.34875,103.71935
3214,2:09,9:08,21:31,1:25,1:36,0:00,11:23,0,4,4.8,H,510440,1.36916,103.95866
3215,21:04,9:15,21:52,1:33,1:45,0:00,11:43,1,3,4.8,H,823273,1.40231,103.90127
3216,29:40:00,9:15,22:22,2:17,2:26,0:00,9:12,0,4,4.8,H,550263,1.35398,103.87197
3217,1:47,9:14,22:23,2:19,2:31,0:00,12:36,1,4,4.8,H,527201,1.35292,103.95386
3218,3:00,8:14,22:26,2:57,3:11,0:00,14:32,0,4,22.8,PWBH,520419,1.35786,103.94657
3219,11:15,13:57,22:38,3:03,3:16,0:00,13:24,1,3,4.8,H,520826,1.35721,103.91851
3220,12:32,11:09,22:50,3:11,3:20,1:09,9:18,2,4,4.8,H,310192,1.33177,103.8504
3221,5:10,9:57,22:55,3:16,3:27,3:41,13:53,2,5,4.8,H,730303,1.43083,103.77379
3222,17:15,11:15,23:13,3:23,3:34,0:00,10:47,1,3,22.8,PWBH,760418,1.42688,103.84633
3223,2:01,8:51,23:15,3:27,3:38,3:04,14:44,2,4,22.8,PWBH,600135,1.33385,103.74015
3224,6:42,10:57,23:21,4:08,4:19,0:00,10:53,0,5,4.8,H,640509,1.34875,103.71935
3225,16:47,9:19,23:38,4:15,4:25,0:00,9:55,1,4,4.8,H,510440,1.36916,103.95866
3226,11:03,9:10,23:49,4:19,4:27,2:14,10:13,2,5,12.8,CWB,823273,1.40231,103.90127
3227,17:06,8:02,0:06,4:25,4:34,6:49,15:41,3,3,4.8,H,550263,1.35398,103.87197
3228,1:21,9:33,0:08,4:37,4:46,0:00,8:26,0,4,22.8,PWBH,527201,1.35292,103.95386
3229,6:21,10:34,0:14,5:05,5:13,0:00,8:45,0,5,4.8,H,520419,1.35786,103.94657
3230,27:17:00,7:49,0:41,5:25,5:31,0:00,6:27,0,4,4.8,H,520826,1.35721,103.91851
3231,1:06,7:04,0:42,6:35,6:47,0:00,11:58,0,3,4.8,H,310192,1.33177,103.8504
3232,7:34,7:34,0:50,7:24,7:33,0:00,9:47,0,5,4.8,H,730303,1.43083,103.77379
3233,16:37,7:24,1:07,7:31,7:37,0:00,5:41,1,4,12.8,CWB,760418,1.42688,103.84633
3234,3:18,9:45,1:10,7:41,7:53,0:00,11:30,0,4,12.8,CWB,600135,1.33385,103.74015
3235,14:35,7:58,1:24,7:43,7:56,0:00,13:30,1,5,4.8,H,640509,1.34875,103.71935
3236,6:22,10:20,1:31,7:53,8:05,6:04,18:29,2,4,4.8,H,510440,1.36916,103.95866
3237,10:07,10:17,1:41,7:56,8:01,7:52,13:12,3,4,4.8,H,823273,1.40231,103.90127
3238,38:36:00,9:19,2:20,8:01,8:08,12:33,18:43,4,3,4.8,H,550263,1.35398,103.87197
3239,14:43,10:30,2:34,8:05,8:14,13:42,23:06,5,2,4.8,H,527201,1.35292,103.95386
3240,3:26,8:58,2:38,8:15,8:21,0:00,6:24,0,4,12.8,CWB,520419,1.35786,103.94657
3241,5:35,10:17,2:43,8:46,8:54,0:00,8:37,0,5,22.8,PWBH,520826,1.35721,103.91851
3242,0:12,5:53,2:43,8:55,9:06,0:00,11:15,0,5,4.8,H,310192,1.33177,103.8504
3243,4:54,13:55,2:48,8:56,9:07,0:00,10:28,1,3,4.8,H,730303,1.43083,103.77379
3244,8:57,7:56,2:57,9:06,9:17,0:00,11:18,1,5,22.8,PWBH,760418,1.42688,103.84633
3245,14:12,9:27,3:12,9:51,10:01,0:00,10:14,0,3,4.8,H,600135,1.33385,103.74015
3246,23:07,11:25,3:35,10:14,10:24,0:00,9:49,0,4,4.8,H,640509,1.34875,103.71935
3247,8:47,9:58,3:43,10:34,10:39,0:00,5:03,0,4,4.8,H,510440,1.36916,103.95866
3248,37:09:00,11:09,4:21,10:55,11:06,0:00,11:13,0,3,12.8,CWB,823273,1.40231,103.90127
3249,18:31,13:20,4:39,11:10,11:20,0:00,10:21,0,5,4.8,H,550263,1.35398,103.87197
3250,25:11:00,11:09,5:04,11:21,11:32,0:00,10:27,0,5,22.8,PWBH,527201,1.35292,103.95386
3251,1:43,11:36,5:06,11:39,11:48,0:00,8:49,0,5,4.8,H,520419,1.35786,103.94657
3252,16:54,8:14,5:23,12:22,12:31,0:00,8:26,0,4,4.8,H,520826,1.35721,103.91851
3253,13:29,11:29,6:36,12:30,12:40,0:00,9:15,1,5,4.8,H,310192,1.33177,103.8504
3254,42:16:00,10:27,7:19,12:35,12:45,0:00,9:45,1,4,38,RWBH,730303,1.43083,103.77379
3255,9:24,7:21,7:28,12:40,12:44,2:25,6:49,2,4,4.8,H,760418,1.42688,103.84633
3256,8:47,6:59,7:37,12:45,12:56,0:00,10:50,0,5,4.8,H,600135,1.33385,103.74015
3257,15:40,9:46,7:52,12:46,12:56,0:00,9:15,1,5,4.8,H,640509,1.34875,103.71935
3258,7:35,13:12,8:00,12:56,13:06,4:39,14:49,2,3,4.8,H,510440,1.36916,103.95866
3259,6:06,10:37,8:06,12:56,13:08,1:57,13:43,3,3,4.8,H,823273,1.40231,103.90127
3260,9:50,8:19,8:16,13:22,13:32,0:00,10:33,0,5,4.8,H,550263,1.35398,103.87197
3261,15:44,11:28,8:32,13:29,13:34,0:00,5:33,1,5,4.8,H,527201,1.35292,103.95386
3262,1:24,10:53,8:33,13:52,14:01,0:00,8:17,0,5,4.8,H,520419,1.35786,103.94657
3263,43:41:00,6:44,9:17,13:57,14:07,0:00,9:44,1,4,12.8,CWB,520826,1.35721,103.91851
3264,21:36,10:49,9:38,14:17,14:26,0:00,9:00,0,5,4.8,H,310192,1.33177,103.8504
3265,2:56,11:18,9:41,14:19,14:25,0:00,6:18,1,4,4.8,H,730303,1.43083,103.77379
3266,33:58:00,10:45,10:15,14:25,14:32,2:37,9:54,2,5,4.8,H,760418,1.42688,103.84633
3267,3:45,14:03,10:19,14:27,14:41,0:00,13:35,1,4,22.8,PWBH,600135,1.33385,103.74015
3268,0:39,9:46,10:20,14:41,14:52,0:00,11:25,0,5,4.8,H,640509,1.34875,103.71935
3269,12:40,12:06,10:32,16:42,16:51,0:00,9:28,0,4,4.8,H,510440,1.36916,103.95866
3270,29:17:00,9:40,11:02,16:52,17:02,0:00,9:48,0,5,22.8,PWBH,823273,1.40231,103.90127
3271,7:52,9:07,11:10,17:00,17:09,0:00,9:30,1,4,4.8,H,550263,1.35398,103.87197
3272,32:50:00,9:22,11:42,17:02,17:13,1:35,13:01,2,4,22.8,PWBH,527201,1.35292,103.95386
3273,16:22,7:28,11:59,17:13,17:20,0:00,6:29,0,5,22.8,PWBH,520419,1.35786,103.94657
3274,4:23,4:45,12:03,17:15,17:24,0:00,9:23,1,5,4.8,H,520826,1.35721,103.91851
3275,11:43,8:21,12:15,17:35,17:42,0:00,7:34,0,5,4.8,H,310192,1.33177,103.8504
3276,21:47,12:15,12:37,18:34,18:41,0:00,6:54,0,4,4.8,H,730303,1.43083,103.77379
3277,19:01,8:02,12:56,18:37,18:46,0:00,8:46,1,4,4.8,H,760418,1.42688,103.84633
3278,31:19:00,6:26,13:27,18:55,19:02,0:00,7:29,0,5,4.8,H,600135,1.33385,103.74015
3279,19:55,7:20,13:47,18:59,19:09,0:00,10:29,1,4,4.8,H,640509,1.34875,103.71935
3280,20:22,10:40,14:07,19:16,19:26,0:00,9:50,0,4,4.8,H,510440,1.36916,103.95866
3281,8:17,6:42,14:16,19:34,19:44,0:00,9:49,0,4,4.8,H,823273,1.40231,103.90127
3282,2:42,11:30,14:18,19:41,19:50,0:00,9:30,1,5,4.8,H,550263,1.35398,103.87197
3283,17:07,10:36,14:35,20:01,20:11,0:00,9:39,0,4,4.8,H,527201,1.35292,103.95386
3284,37:37:00,17:57,15:13,20:13,20:23,0:00,10:19,0,3,4.8,H,520419,1.35786,103.94657
3285,4:18,11:02,16:17,20:19,20:30,0:00,10:43,1,3,4.8,H,520826,1.35721,103.91851
3286,4:22,13:10,16:22,20:37,20:46,0:00,8:51,0,4,12.8,CWB,310192,1.33177,103.8504
3287,10:04,11:52,16:32,20:59,21:09,0:00,9:45,0,4,4.8,H,730303,1.43083,103.77379
3288,17:06,9:53,16:49,21:11,21:17,0:00,5:46,0,4,4.8,H,760418,1.42688,103.84633
3289,7:06,10:15,16:56,21:25,21:34,0:00,8:45,0,4,4.8,H,600135,1.33385,103.74015
3290,5:40,8:39,17:02,21:25,21:34,0:00,8:58,1,5,4.8,H,640509,1.34875,103.71935
3291,6:24,9:49,17:08,21:34,21:38,4:30,9:07,2,5,4.8,H,510440,1.36916,103.95866
3292,15:32,9:25,17:24,21:50,22:00,0:00,10:16,0,4,12.8,CWB,823273,1.40231,103.90127
3293,23:58,12:37,17:47,21:51,22:00,0:00,9:30,1,5,4.8,H,550263,1.35398,103.87197
3294,3:26,10:01,17:51,22:00,22:11,9:04,20:15,2,3,4.8,H,527201,1.35292,103.95386
3295,1:58,12:20,17:53,22:07,22:19,0:00,11:52,1,3,4.8,H,520419,1.35786,103.94657
3296,50:09:00,11:17,18:43,22:13,22:25,0:00,11:52,1,4,4.8,H,520826,1.35721,103.91851
3297,13:16,10:46,18:56,22:20,22:29,0:00,9:57,1,5,4.8,H,310192,1.33177,103.8504
3298,12:37,14:29,19:09,22:28,22:37,0:00,9:27,1,4,4.8,H,730303,1.43083,103.77379
3299,8:08,10:51,19:17,22:30,22:41,0:00,10:41,1,3,4.8,H,760418,1.42688,103.84633
3300,9:44,11:55,19:27,22:38,22:46,0:00,8:11,1,5,4.8,H,600135,1.33385,103.74015
3301,15:40,11:14,19:42,23:45,23:54,0:00,9:26,0,4,4.8,H,640509,1.34875,103.71935
3302,9:35,9:36,19:52,23:55,0:02,0:00,6:42,0,5,22.8,PWBH,510440,1.36916,103.95866
3303,36:32:00,8:36,20:29,23:57,0:07,0:00,10:01,1,4,4.8,H,823273,1.40231,103.90127
3304,2:18,12:57,20:31,0:21,0:30,0:00,8:48,0,5,4.8,H,550263,1.35398,103.87197
3305,16:22,8:34,20:47,0:46,0:57,0:00,10:31,0,4,4.8,H,527201,1.35292,103.95386
3306,6:58,10:09,20:54,0:59,1:12,0:00,12:49,0,4,4.8,H,520419,1.35786,103.94657
3307,3:50,8:49,20:58,1:32,1:41,0:00,8:28,0,5,4.8,H,520826,1.35721,103.91851
3308,20:49,11:51,21:19,1:33,1:44,0:00,10:49,1,3,4.8,H,310192,1.33177,103.8504
3309,30:07:00,11:08,21:49,1:43,1:53,0:00,10:45,1,4,4.8,H,730303,1.43083,103.77379
3310,1:57,12:14,21:51,2:30,2:42,0:00,12:02,0,5,22.8,PWBH,760418,1.42688,103.84633
3311,3:39,8:14,21:55,2:32,2:43,0:00,11:56,1,3,4.8,H,600135,1.33385,103.74015
3312,1:53,11:11,21:56,3:11,3:23,0:00,12:20,0,4,12.8,CWB,640509,1.34875,103.71935
3313,10:59,7:01,22:07,3:24,3:37,0:00,13:12,0,4,15.8,SWBH,510440,1.36916,103.95866
3314,3:27,11:41,22:11,3:47,3:59,0:00,12:48,0,4,12.8,CWB,823273,1.40231,103.90127
3315,10:39,11:47,22:22,3:49,4:00,0:00,11:41,1,5,12.8,CWB,550263,1.35398,103.87197
3316,12:06,7:27,22:34,3:59,4:10,1:14,11:52,2,3,4.8,H,527201,1.35292,103.95386
3317,29:02:00,8:02,23:03,4:35,4:45,0:00,10:16,0,5,4.8,H,520419,1.35786,103.94657
3318,4:27,11:34,23:07,5:06,5:14,0:00,8:12,0,4,4.8,H,520826,1.35721,103.91851
3319,4:46,6:58,23:12,5:32,5:39,0:00,7:07,0,4,4.8,H,310192,1.33177,103.8504
